text,label,cleaned_text
"I thought that this is a wonderfully written movie. I love little Scamp, and the street-wise Angel. This movie is very easy for little kids to understand, but a good movie for adults as well. I liked this movie because it continues the original Lady and the Tramp, and that movie is a classic. Lady and the Tramp 2 Scamp's Adventure was filled with new characters, catchy songs, brilliant animation, and unforgettable classic characters. I have loved the movie ever since I saw it for the first time. I also loved how they showed the different personalities of each character. It also shows the downfalls and good things of making new friends that you can hang out with. My favorite song in the movie was Always there because it showed the different characters sharing their views on how they feel. I definitely recommend this movie for everyone that was a fan of the original Lady and the Tramp.",1,i thought that this is a wonderfully written movie i love little scamp and the streetwise angel this movie is very easy for little kids to understand but a good movie for adults as well i liked this movie because it continues the original lady and the tramp and that movie is a classic lady and the tramp scamps adventure was filled with new characters catchy songs brilliant animation and unforgettable classic characters i have loved the movie ever since i saw it for the first time i also loved how they showed the different personalities of each character it also shows the downfalls and good things of making new friends that you can hang out with my favorite song in the movie was always there because it showed the different characters sharing their views on how they feel i definitely recommend this movie for everyone that was a fan of the original lady and the tramp
"Beautifully photographed and ably acted, generally, but the writing is very slipshod. There are scenes of such unbelievability that there is no joy in the watching. The fact that the young lover has a twin brother, for instance, is so contrived that I groaned out loud. And the ""emotion-light bulb connection"" seems gimmicky, too.<br /><br />I don't know, though. If you have a few glasses of wine and feel like relaxing with something pretty to look at with a few flaccid comedic scenes, this is a pretty good movie. No major effort on the part of the viewer required. But Italian film, especially Italian comedy, is usually much, much better than this.",0,beautifully photographed and ably acted generally but the writing is very slipshod there are scenes of such unbelievability that there is no joy in the watching the fact that the young lover has a twin brother for instance is so contrived that i groaned out loud and the emotionlight bulb connection seems gimmicky tooi dont know though if you have a few glasses of wine and feel like relaxing with something pretty to look at with a few flaccid comedic scenes this is a pretty good movie no major effort on the part of the viewer required but italian film especially italian comedy is usually much much better than this
"I rented this on DVD yesterday and did not realize it was a ""character study"" type of movie, so I struggled to watch about an hour of it before hitting the Stop button.<br /><br />Even with a character study theme, I just could not get into this film at all. Perhaps it was my mood in wanting to watch something else, or maybe I had other expectations, but setting that aside, I tried my best to move on to finish watching, but gave up. The actors played their roles well, but the global combination did not come together to keep my interest. About the only interesting thing was the sergeant's gun being stolen and he hurried to buy another one, and spray painted it black to appear as police issue. I think this movie should have been entitled, ""Who Stole the Sergeant's Gun?"" Scenes were well done but putting them together I once again felt robbed for anything cohesive to keep me viewing.<br /><br />Since I didn't finish watching it I'd say there is some merit to renting this film ... maybe. To me, it was a waste of good viewing effort and time. I'll leave it up to you to try it, but it's not one I'd strongly recommend.",0,i rented this on dvd yesterday and did not_realize it was a character study type of movie so i struggled to watch about an hour of it before hitting the stop buttoneven with a character study theme i just could not_get into this film at all perhaps it was my mood in wanting to watch something else or maybe i had other expectations but setting that aside i tried my best to move on to finish watching but gave up the actors played their roles well but the global combination did not_come together to keep my interest about the only interesting thing was the sergeants gun being stolen and he hurried to buy another one and spray painted it black to appear as police issue i think this movie should have been entitled who stole the sergeants gun scenes were well done but putting them together i once again felt robbed for anything cohesive to keep me viewingsince i didnt finish watching it id say there is some merit to renting this film maybe to me it was a waste of good viewing effort and time ill leave it up to you to try it but its not_one id strongly recommend
The only thing remarkable about this movie? is that all the actors could bomb at the same time. Idiocy. I want my money back...and I got it free from the library. Sheesh. I would rather chew on tin fool and shave my head with a cheese grater then watch this again.,0,the only thing remarkable about this movie is that all the actors could bomb at the same time idiocy i want my money backand i got it free from the library sheesh i would rather chew on tin fool and shave my head with a cheese grater then watch this again
"Oh, CGI. A blessing when used properly. A sin with it's used by people who have no idea what their doing. Sadly, that's not the only thing that's used poorly in this umpteen Jaws rip-off.<br /><br />Ok, anybody who has read any number of my posted reviews has probably noticed 2 things. 1: I like low-budget horror movies. And 2: If there is a cute guy in said low-budget movie, I'll usually point them out. So, let's just get this out of the way right now. This is one low-budget horror movie I didn't like. The acting, for the most part, is horrible, effects laughable, and the script rivals Battlefield Earth as the worst I've witnessed this year. As far as the resident cute boy...Dax Miller (Bog) wins that prize hands down. This boy is hot! And surprisingly, he's not just a toned body with nice eyes and a cute butt...he can actually act (well, as much as he can in this odious film). Now that we have the housekeeping chores out of the way, let's get on with it.<br /><br />In Cliff Notes version, here's the story (don't worry, I'll try not to give anything away)...<br /><br />A film crew travels to a remote island to film a documentary about two surfers (established cute boy and his buddy) who surf with sharks. Unknown to them is a rather large salt water crocodile lurking around the island. Croc shows up, mayhem ensues, and people are eaten. Roll end credits.<br /><br />As I said earlier, this film pretty much blows. It started pretty well, but soon devolved into being silly and stupid. A main character becomes lunch (in a rather humorous way), and our remaining heros utter one-liners at the victims expense. Also, if this croc is at the top of the food chain on both the land and in the water, what's with all the sharks around? If this thing can eat a 40 foot boat, I don't think a few skimpy sharks would stick around. The FX is some of the worst I have ever had the displeasure to see. The CGI is horrendous, and they've even managed to screw up the animatronic crocs. Attention, filmmakers. National Geographic. Discovery Store. The Croc Hunter. They know what crocodiles look like. You obviously didn't reference any of these judging by the monstrosity seen towards the end of the film. And what's with the pirate/drug pusher gang? Did you just need another reason to rip off a woman's top? <br /><br />It's funny how we get little sub-genres in the movie world. With Alligator and it's sequels, Lake Placid, Crocodile, and now Blood Surf, it now looks like ""over-sized crocodile/alligator"" movies should now get their own category at Blockbuster. Alligator was good. Lake Placid was good. I even thought Tobe Hooper's Crocodile was good. Blood Surf, sucked.<br /><br />My grade: D-",0,oh cgi a blessing when used properly a sin with its used by people who have no idea what their doing sadly thats not_the only thing thats used poorly in this umpteen jaws ripoffok anybody who has read any number of my posted reviews has probably noticed things i like lowbudget horror movies and if there is a cute guy in said lowbudget movie ill usually point them out so lets just get this out of the way right now this is one lowbudget horror movie i didnt like the acting for the most part is horrible effects laughable and the script rivals battlefield earth as the worst ive witnessed this year as far as the resident cute boydax miller bog wins that prize hands down this boy is hot and surprisingly hes not_just a toned body with nice eyes and a cute butthe can actually act well as much as he can in this odious film now that we have the housekeeping chores out of the way lets get on with itin cliff notes version heres the story dont worry ill try not_to give anything awaya film crew travels to a remote island to film a documentary about two surfers established cute boy and his buddy who surf with sharks unknown to them is a rather large salt water crocodile lurking around the island croc shows up mayhem ensues and people are eaten roll end creditsas i said earlier this film pretty much blows it started pretty well but soon devolved into being silly and stupid a main character becomes lunch in a rather humorous way and our remaining heros utter oneliners at the victims expense also if this croc is at the top of the food chain on both the land and in the water whats with all the sharks around if this thing can eat a foot boat i dont think a few skimpy sharks would stick around the fx is some of the worst i have ever had the displeasure to see the cgi is horrendous and theyve even managed to screw up the animatronic crocs attention filmmakers national geographic discovery store the croc hunter they know what crocodiles look like you obviously didnt reference any of these judging by the monstrosity seen towards the end of the film and whats with the piratedrug pusher gang did you just need another reason to rip off a womans top its funny how we get little subgenres in the movie world with alligator and its sequels lake placid crocodile and now blood surf it now looks like oversized crocodilealligator movies should now get their own category at blockbuster alligator was good lake placid was good i even thought tobe hoopers crocodile was good blood surf suckedmy grade d
black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal. black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal. black tar can't be snorted there's a documentary: dark end of the street about s.f. street punks and b.t. abuse - not bad - quite heavy. in wasted there's this stuff that looks like coke but should be something else... no big deal.,1,black tar cant be snorted theres a documentary dark end of the street about sf street punks and bt abuse not_bad quite heavy in wasted theres this stuff that looks like coke but should be something else no big deal black tar cant be snorted theres a documentary dark end of the street about sf street punks and bt abuse not_bad quite heavy in wasted theres this stuff that looks like coke but should be something else no big deal black tar cant be snorted theres a documentary dark end of the street about sf street punks and bt abuse not_bad quite heavy in wasted theres this stuff that looks like coke but should be something else no big deal
"<br /><br />The main question I pose concerning this film is, how do you film a cole porter musical and only use 3 of his 15 songs! merman and lahr played the lead roles on broadway, here they are replaced by the weaker red skelton and lucille ball. plot changes abound and the fun is lost.<br /><br />SKIP IT.",0,the main question i pose concerning this film is how do you film a cole porter musical and only use of his songs merman and lahr played the lead roles on broadway here they are replaced by the weaker red skelton and lucille ball plot changes abound and the fun is lostskip it
"Slayer is a mindless vampire movie with a few twists on an ancient plot. Special ops team is sent into south America to hunt down blood sucking natives. Their leader is a real old man who has aged well. There's an environmental twist as the vampires are attacking villages because their rain forest and old diet of wild animals is disappearing because of the greedy corporations and farmers. Lost of fighting and so much blood they just never bothered to wash off the cast for the whole film. It looks like they slept in the bloody clothes and caked on blood. While each member of the cast brought their own talents, it really didn't all click as a film. The effects were OK, except for the vampires dangling from the buildings on wires. If you're looking for lots of blood and violence, this is for you.",0,slayer is a mindless vampire movie with a few twists on an ancient plot special ops team is sent into south america to hunt down blood sucking natives their leader is a real old man who has aged well theres an environmental twist as the vampires are attacking villages because their rain forest and old diet of wild animals is disappearing because of the greedy corporations and farmers lost of fighting and so much blood they just never bothered to wash off the cast for the whole film it looks like they slept in the bloody clothes and caked on blood while each member of the cast brought their own talents it really didnt all click as a film the effects were ok except for the vampires dangling from the buildings on wires if youre looking for lots of blood and violence this is for you
"The movie is powerful as a political statement about extraordinary rendition, torture and the politics of the war on terror. Others have already commented on these and other aspects of the movie. My review may contain spoilers, so if you haven't seen the movie, you may not want to read beyond this point.<br /><br />Several questions are raised by this movie. First of all, was the protagonist guilty or not? There is no satisfying explanation for why the NSA decided to have him picked up and rendered in the first place. Is there an innocent explanation for why he got phone calls from what the NSA thinks is a terrorist? If there is, the movie does not seem to give one and that made the whole movie quite unsatisfying to me. It is all well and good to make statements about whether torture is right or wrong, but first prove to me that they tortured the wrong person, then we will take it to the next step.<br /><br />If the protagonist was guilty, then what was achieved by releasing him? Perhaps, we was well-trained to resist up to a certain point and then pretend to break down and give answers that can be proved wrong with a little research, thus tending to lead the torturers to believe that they had tortured an innocent man into confessing without actually being guilty. However, there is nothing in the movie that proves he is guilty either.<br /><br />The various other loose ends out there are: 1. So, a rogue CIA agent has him released and flown back home. What prevents the NSA from picking him up again? A little publicity in the Washington Post? Please give me a break here... If a senator is not willing to put his neck on the line to intervene on his behalf, what does Corinne Whitman have to fear? 2. If the NSA has been tracking what phone numbers are being called by whom, why couldn't they listen in on some of the calls to figure out whether anything underhanded is being discussed? 3. The plot is even more stupid anyways. Any criminal with more than a dozen brain cells would transact his criminal business on an anonymous prepaid cell phone line, not on one that can be traced back to him and his house.<br /><br />The whole movie revolves around tugging at the viewers' heart strings by showing graphic and gratuitous scenes of torture. But when you think about it with any more depth, there is nothing of substance in this movie, only plenty of unanswered questions and the feeling of ""what, that is it?!!!"" at the end of the movie.",0,the movie is powerful as a political statement about extraordinary rendition torture and the politics of the war on terror others have already commented on these and other aspects of the movie my review may contain spoilers so if you havent seen the movie you may not_want to read beyond this pointseveral questions are raised by this movie first of all was the protagonist guilty or not there is no satisfying explanation for why the nsa decided to have him picked up and rendered in the first place is there an innocent explanation for why he got phone calls from what the nsa thinks is a terrorist if there is the movie does not_seem to give one and that made the whole movie quite unsatisfying to me it is all well and good to make statements about whether torture is right or wrong but first prove to me that they tortured the wrong person then we will take it to the next stepif the protagonist was guilty then what was achieved by releasing him perhaps we was welltrained to resist up to a certain point and then pretend to break down and give answers that can be proved wrong with a little research thus tending to lead the torturers to believe that they had tortured an innocent man into confessing without actually being guilty however there is nothing in the movie that proves he is guilty eitherthe various other loose ends out there are so a rogue cia agent has him released and flown back home what prevents the nsa from picking him up again a little publicity in the washington post please give me a break here if a senator is not_willing to put his neck on the line to intervene on his behalf what does corinne whitman have to fear if the nsa has been tracking what phone numbers are being called by whom why couldnt they listen in on some of the calls to figure out whether anything underhanded is being discussed the plot is even more stupid anyways any criminal with more than a dozen brain cells would transact his criminal business on an anonymous prepaid cell phone line not_on one that can be traced back to him and his housethe whole movie revolves around tugging at the viewers heart strings by showing graphic and gratuitous scenes of torture but when you think about it with any more depth there is nothing of substance in this movie only plenty of unanswered questions and the feeling of what that is it at the end of the movie
"Do not waste your time with this movie. This is a total thrash in terms of acting, directing, sound editing, soundtrack... There was such a waste of performance by some of the very good actors. The movie does not do justice to Paresh Rawal who is perhaps one of the most talented actors in Bollywood. Akshay Kumar who is also an emerging star did quite a poor job. John Abraham, what is wrong with him? Is that what you call acting? I mean he should thank God that he has a pretty face otherwise he'd be winning Razzie awards in India if there were any such awards in Bollywood. Asrani a great talent, but overdoes his bit as before.<br /><br />Screenplay which was not to mention a rip-off from the 1965's Boeing Boeing was quite badly framed. First of all, people in Bollywood just can't make something original. On top of that they don't even know how to copy well. The jokes in the movie were so overdone, it was getting painful to sit through them. Priyadarshan may be a star in the south, but he's just not fit to make a decent Hindi movie. The sound editing is amazingly crappy. I can go on and on this matter, but the bottom-line is that Bollywood should be shameful of making such a film.<br /><br />The worst part is that some people seemed to love this movie. What is wrong with you guys? This is the reason why Bollywood is where it is. Did you know that Bollywood makes more movies than Hollywood every year, however, most of the movies are unheard of abroad, because of movies like this one. I am an Indian and I am utterly shameful of Bollywood for producing this piece of thrash. Movies like Dil Chahta Hai and Lagaan were just terrific. They are world class films which are timeless... among the best of this decade. Garam Masala, however, is perhaps one of the worst of this century. Period.<br /><br />I give it a 1 out of 10.",0,do not_waste your time with this movie this is a total thrash in terms of acting directing sound editing soundtrack there was such a waste of performance by some of the very good actors the movie does not_do justice to paresh rawal who is perhaps one of the most talented actors in bollywood akshay kumar who is also an emerging star did quite a poor job john abraham what is wrong with him is that what you call acting i mean he should thank god that he has a pretty face otherwise hed be winning razzie awards in india if there were any such awards in bollywood asrani a great talent but overdoes his bit as beforescreenplay which was not_to mention a ripoff from the s boeing boeing was quite badly framed first of all people in bollywood just cant make something original on top of that they dont even know how to copy well the jokes in the movie were so overdone it was getting painful to sit through them priyadarshan may be a star in the south but hes just not_fit to make a decent hindi movie the sound editing is amazingly crappy i can go on and on this matter but the bottomline is that bollywood should be shameful of making such a filmthe worst part is that some people seemed to love this movie what is wrong with you guys this is the reason why bollywood is where it is did you know that bollywood makes more movies than hollywood every year however most of the movies are unheard of abroad because of movies like this one i am an indian and i am utterly shameful of bollywood for producing this piece of thrash movies like dil chahta hai and lagaan were just terrific they are world class films which are timeless among the best of this decade garam masala however is perhaps one of the worst of this century periodi give it a out of
"Another Downey must-see! If you are an obsessed fan like me, you have got to see this movie! He plays Alex Finch, a 22 year old Yale grad who realizes that the life he just came into is the life he left 26 years earlier. Alex is the re-incarnation of Louie Jeffries, a no-nonsense lawyer happily married to Corrine (Cybil Sheppard). Louie is killed on their one-year anniversary when he is hit by a car. He demands to go back, only this time in the body of Alex Finch. Enter Robert Downey Jr., a lot of confusion, and a lot of laughs.<br /><br />Although this movie is 15-years old, it still makes you wonder if there really is such a thing as re-incarnation. And if so, how often to you meet the same souls life after life. I don't know the answer. But I do know that you need to see this movie. It is a riot, and Downey looks SO GOOD in a tuxedo. This film makes you believe in love, and true love never dies. It just gets recycled.",1,another downey mustsee if you are an obsessed fan like me you have got to see this movie he plays alex finch a year old yale grad who realizes that the life he just came into is the life he left years earlier alex is the reincarnation of louie jeffries a nononsense lawyer happily married to corrine cybil sheppard louie is killed on their oneyear anniversary when he is hit by a car he demands to go back only this time in the body of alex finch enter robert downey jr a lot of confusion and a lot of laughsalthough this movie is years old it still makes you wonder if there really is such a thing as reincarnation and if so how often to you meet the same souls life after life i dont know the answer but i do know that you need to see this movie it is a riot and downey looks so good in a tuxedo this film makes you believe in love and true love never dies it just gets recycled
"There are very few movies that are so funny as this one. I was lucky enough to watch this movie at a theater ""reserved"" for movie buffs like me, so it was not so embarrassing sitting there laughing till my jaw was completely sore and my shirt sleeves were all wet from drying my eyes...<br /><br />At times the story was a bit ""slow"", but that is perhaps for the best - a bit of rest in-between the rolling amongst the aisles (I nearly fell out of the seat...) was most welcome.",1,there are very few movies that are so funny as this one i was lucky enough to watch this movie at a theater reserved for movie buffs like me so it was not_so embarrassing sitting there laughing till my jaw was completely sore and my shirt sleeves were all wet from drying my eyesat times the story was a bit slow but that is perhaps for the best a bit of rest inbetween the rolling amongst the aisles i nearly fell out of the seat was most welcome
"This series, while idealized and fictionalized, has the quirkiness, sultriness, and good-heartedness that does come from living on an island.<br /><br />I lived in an out of the way part of Hawaii for a few years and found some hilarious, quirky, and fun people in some remote (non-tourist) areas.<br /><br />Every time I see the reruns of this series, I fondly compare my memories of experiences in out-of-the-way parts of Hawaii with the memories portrayed and fictionalized in Key West.<br /><br />This series is not reality television. I hate reality television.<br /><br />It is from the era when people still wrote creative TV shows. Give me a ""young writer"" who takes their inspiration from the ""angels in the spray, wizards in the palm trees and elves in the seashells"" any day.",1,this series while idealized and fictionalized has the quirkiness sultriness and goodheartedness that does come from living on an islandi lived in an out of the way part of hawaii for a few years and found some hilarious quirky and fun people in some remote nontourist areasevery time i see the reruns of this series i fondly compare my memories of experiences in outoftheway parts of hawaii with the memories portrayed and fictionalized in key westthis series is not_reality television i hate reality televisionit is from the era when people still wrote creative tv shows give me a young writer who takes their inspiration from the angels in the spray wizards in the palm trees and elves in the seashells any day
All I can say after watching Snitch'd is please stop Mr. Cahill. It is painfully clear you have no understanding of what you make movies about. If you insist on making movies about gangsters I urge you to do research. It's comical to watch movies with absurd gangbangers that even sound more absurd when they speak.<br /><br />I laughed at the part when Mr. Cahill goes to a school with only 3 students and proceeds to kick their butts in kung fu fashion. This movie was tough as an after school special. Who had the idea to have hats worn that say where a particular gangbanger was from?. I suspect real gangbangers do not wear hats claiming there gang. That would be stupid considering new laws that add length to a prison term if a person is gang related. <br /><br />Snitch'd is the WORST gangbanger movie ever made.,0,all i can say after watching snitchd is please stop mr cahill it is painfully clear you have no understanding of what you make movies about if you insist on making movies about gangsters i urge you to do research its comical to watch movies with absurd gangbangers that even sound more absurd when they speaki laughed at the part when mr cahill goes to a school with only students and proceeds to kick their butts in kung fu fashion this movie was tough as an after school special who had the idea to have hats worn that say where a particular gangbanger was from i suspect real gangbangers do not_wear hats claiming there gang that would be stupid considering new laws that add length to a prison term if a person is gang related snitchd is the worst gangbanger movie ever made
"Good performances can't save this terrible script, larded with every cliche in the chick-flick book. Both main characters are deeply unsympathetic, and the scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son -- which I think is supposed to be poignant -- is just horrifying.",0,good performances cant save this terrible script larded with every cliche in the chickflick book both main characters are deeply unsympathetic and the scene where laura linneys character reminisces about sex with her dead husband in front of her teenage son which i think is supposed to be poignant is just horrifying
"It could not have come from a different country nor from a different time. This movie simply oozes psychedelia influenced late 60s Italian cinema. So, pseudo serious and sexually free. Sumptuous settings and dreamy music make this a visual and aural delight. Plus we get the lovely Dagmar Lassander, surely at her very best looking. The kinky goings on make for a wild ride and if the romps amidst the Mimosa towards the end seem overlong it is but another rather charming trait of the time. You were probably expected to split those few minutes between the screen and your girlfriend and it does of course herald a twist in the proceedings. It might have been better if Philippe Leroy didn't look quite so odd with his fraying red hair and twisted facial expression. He does well though and has many silent moments where Dagmar is cavorting and he has to show a mixture of love and hate. Not an ordinary narrative film by any means but for those who like that something different, this is certainly that.",1,it could not_have come from a different country nor from a different time this movie simply oozes psychedelia influenced late s italian cinema so pseudo serious and sexually free sumptuous settings and dreamy music make this a visual and aural delight plus we get the lovely dagmar lassander surely at her very best looking the kinky goings on make for a wild ride and if the romps amidst the mimosa towards the end seem overlong it is but another rather charming trait of the time you were probably expected to split those few minutes between the screen and your girlfriend and it does of course herald a twist in the proceedings it might have been better if philippe leroy didnt look quite so odd with his fraying red hair and twisted facial expression he does well though and has many silent moments where dagmar is cavorting and he has to show a mixture of love and hate not_an ordinary narrative film by any means but for those who like that something different this is certainly that
"Though I did not begin to read the ""Classics"" in literature until I was 47, it's never too late. Jane Eyre is a favorite for many reasons, mainly because there isn't a part of the book I liked less, only parts I enjoyed more. The 1983 TV mini-series with Zelah Clarke and Timothy Dalton was everything I hoped it would be. I saw it as a full length movie in 2006. Dalton's 'Mr. Rochester' was very good but I absolutely loved Zelah's 'Jane Eyre'. Relecting on another 'Classics' movie I saw recently, I was disappointed in the production, direction and dialogue. It was only faithful to the avarice and arrogance of Hollywood. Artistic license to the great works in literature is nothing short of plagiarism. Using the title after such license is fraud. Leave it to the Brits to get this one right (among others). You won't be able to reread the book without reliving the movie with it's proper context and spirit. Well done BBC.",1,though i did not_begin to read the classics in literature until i was its never too late jane eyre is a favorite for many reasons mainly because there isnt a part of the book i liked less only parts i enjoyed more the tv miniseries with zelah clarke and timothy dalton was everything i hoped it would be i saw it as a full length movie in daltons mr rochester was very good but i absolutely loved zelahs jane eyre relecting on another classics movie i saw recently i was disappointed in the production direction and dialogue it was only faithful to the avarice and arrogance of hollywood artistic license to the great works in literature is nothing short of plagiarism using the title after such license is fraud leave it to the brits to get this one right among others you wont be able to reread the book without reliving the movie with its proper context and spirit well done bbc
"This is one of Cassavetes' best performances. The entire cast is outstanding, as is Martin Ritt's sublimely understated direction. The anger, angst, and desparation of urban labor battles is magnificently told in a fashion that is neither obtrusive nor patronizing. In a way it is dated with its era, but in many ways, it is gloriously timeless.",1,this is one of cassavetes best performances the entire cast is outstanding as is martin ritts sublimely understated direction the anger angst and desparation of urban labor battles is magnificently told in a fashion that is neither obtrusive nor patronizing in a way it is dated with its era but in many ways it is gloriously timeless
"There have been many film and TV productions of Jane Eyre each with aspects to recommend them, but I suspect this is the one that people will still be discovering and falling in love with decades from now. It's just a classic (and offers much more of the story than others do). Timothy Dalton is utterly in his element as Rochester, rarely missing the mark; his performance is astonishingly nimble and many-colored, while never straying too far from the dark complexities of the character. Zelah Clarke's Jane is more cerebral than otherworldly, but she makes a perfect foil for Dalton (who, appropriately, towers over her!) The nuances of her performance come through better on a second viewing (once you've absorbed the shock of Dalton's charisma). There are some technical faults and a couple of moments where the production values could have been better; though this pretty much was a top-of-the-line production by the BBC's standards of that time. But, it's the performances that are the real pleasure. Don't miss this one!",1,there have been many film and tv productions of jane eyre each with aspects to recommend them but i suspect this is the one that people will still be discovering and falling in love with decades from now its just a classic and offers much more of the story than others do timothy dalton is utterly in his element as rochester rarely missing the mark his performance is astonishingly nimble and manycolored while never straying too far from the dark complexities of the character zelah clarkes jane is more cerebral than otherworldly but she makes a perfect foil for dalton who appropriately towers over her the nuances of her performance come through better on a second viewing once youve absorbed the shock of daltons charisma there are some technical faults and a couple of moments where the production values could have been better though this pretty much was a topoftheline production by the bbcs standards of that time but its the performances that are the real pleasure dont miss this one
"Johnnie (Bert Wheeler) is a would-be songwriter; Newton (Robert Woolsey) is a would-be inventor. Both work at a cigar stand in the lobby of an office building. Johnnie wants to sell a song to Winfield Lake, a song publisher who also owns the building. Lake's secretary, Mary (Betty Grable), is Johnnie's sweetheart. When Lake turns up dead, circumstances conspire to make Mary and Newton think that Johnnie is the killer. They conspire again to implicate Mary, who goes to jail. But who really shot Lake? Who is the Black Widow, the blackmailer who had threatened him? The other characters in this wacky murder mystery are: Lake's suspicious wife, a self-satisfied private detective, a seemingly slow-witted janitor (Willie Best), Lake's auditor, a songwriter who thinks Lake is stealing from him and another who thinks everyone is stealing from him. It's up to Newton and his truth machine to reveal the real killer.<br /><br />The baby-voiced Wheeler and the cigar-chomping Woolsey strike me as an arbitrary pairing, but they made several movies together in the 30s and some of them were funny.<br /><br />Not this one. George Stevens, who went on to have a distinguished career, directed this dismal comedy with a tedious murder mystery plot. But two scenes are good, and both feature Wheeler and Betty Grable singing the excellent ""Music in My Heart,"" written by Dorothy Fields and Jimmy McHugh. The first time, they sing it walking up a staircase (after which they dance back down). Later, Wheeler and Woolsey are on stilts so that they can see and talk to Mary, who is in a jail cell on a high floor. Wheeler and Grable sing to each other through the bars.<br /><br />""The Nitwits"" has a few laughs, but the level of comedy is best illustrated by Woolsey's line: ""Sonny, you've got the brain of a six-year-old boy. And I'll bet even he was glad to get rid of it."" It's watered-down Grouchowho didn't use the superfluous ""even"" when he said it.",0,johnnie bert wheeler is a wouldbe songwriter newton robert woolsey is a wouldbe inventor both work at a cigar stand in the lobby of an office building johnnie wants to sell a song to winfield lake a song publisher who also owns the building lakes secretary mary betty grable is johnnies sweetheart when lake turns up dead circumstances conspire to make mary and newton think that johnnie is the killer they conspire again to implicate mary who goes to jail but who really shot lake who is the black widow the blackmailer who had threatened him the other characters in this wacky murder mystery are lakes suspicious wife a selfsatisfied private detective a seemingly slowwitted janitor willie best lakes auditor a songwriter who thinks lake is stealing from him and another who thinks everyone is stealing from him its up to newton and his truth machine to reveal the real killerthe babyvoiced wheeler and the cigarchomping woolsey strike me as an arbitrary pairing but they made several movies together in the s and some of them were funnynot_this one george stevens who went on to have a distinguished career directed this dismal comedy with a tedious murder mystery plot but two scenes are good and both feature wheeler and betty grable singing the excellent music in my heart written by dorothy fields and jimmy mchugh the first time they sing it walking up a staircase after which they dance back down later wheeler and woolsey are on stilts so that they can see and talk to mary who is in a jail cell on a high floor wheeler and grable sing to each other through the barsthe nitwits has a few laughs but the level of comedy is best illustrated by woolseys line sonny youve got the brain of a sixyearold boy and ill bet even he was glad to get rid of it its watereddown grouchowho didnt use the superfluous even when he said it
"Having just come home from my third viewing of The Curse Of The Were-Rabbit, I decided to jump on IMDb and see what others thought. I noticed a lot of Brits loved it, while those in America just didn't get it. That really doesn't come as any shock, as America doesn't get what ""English"" is.<br /><br />Wallace and Gromit are very English. Middle class English, in fact, with a hint of eccentricity throw in for good measure. The film is a lot like our two heroes; simple and unassuming. It has a nice and gentle plot so the children don't get lost, yet there's enough beef there to keep the adults amused too. There's some light innuendo (which seems have to have offended the evangelic - oh noes, drama!) but there is nothing more rude than a bottom for a brief moment. When people get offended by a plasticine anus, you know the world's messed up...<br /><br />One quick note to those (all American so far that I have seen) who think Chicken Run is a better film: Chicken Run was made to pander to your sense of humour, and I think it suffered because of it. Curse of the Were Rabbit is witty, English, and intelligent. Thomas The Tank Engine's film was ruined because it was made to please the Americans and I'm glad Nick Park did not let that happen to another Great British institution.<br /><br />To sum up: You can keep your Chicken Runs, your Shreks, your Madagasga's - that kind of crude, crass, slapstick comedy just doesn't compare to the wit and grace that is Wallace and Gromit in Curse of the Were-Rabbit. English to the core, and long may Wallace and Gromit stay that way.",1,having just come home from my third viewing of the curse of the wererabbit i decided to jump on imdb and see what others thought i noticed a lot of brits loved it while those in america just didnt get it that really doesnt come as any shock as america doesnt get what english iswallace and gromit are very english middle class english in fact with a hint of eccentricity throw in for good measure the film is a lot like our two heroes simple and unassuming it has a nice and gentle plot so the children dont get lost yet theres enough beef there to keep the adults amused too theres some light innuendo which seems have to have offended the evangelic oh noes drama but there is nothing more rude than a bottom for a brief moment when people get offended by a plasticine anus you know the worlds messed upone quick note to those all american so far that i have seen who think chicken run is a better film chicken run was made to pander to your sense of humour and i think it suffered because of it curse of the were rabbit is witty english and intelligent thomas the tank engines film was ruined because it was made to please the americans and im glad nick park did not_let that happen to another great british institutionto sum up you can keep your chicken runs your shreks your madagasgas that kind of crude crass slapstick comedy just doesnt compare to the wit and grace that is wallace and gromit in curse of the wererabbit english to the core and long may wallace and gromit stay that way
